trade_id,stock_symbol,quantity,purchase_price,sale_price,purchase_date,sale_date,profit,transaction_type,broker_name
180,BANC^E,1373,802.78,38.9,1/29/2018,9/29/2022,-763.88,Buy,Vidoo
181,CHCO,198,927.75,73.2,4/2/2011,2/5/2005,-854.55,Sell,Pixope
182,SEMG,2747,103.54,909.45,6/20/2004,8/13/2012,805.91,Buy,Browsetype
183,HPE,9058,985.62,25.02,3/5/2013,9/18/2008,-960.6,Buy,Katz
184,WEYS,1977,278.59,827.95,2/10/2003,11/22/2020,549.36,Buy,Janyx
185,QQQ,2506,80.79,256.26,10/21/2007,6/20/2017,175.47,Buy,Voonyx
186,HRS,4095,431.81,751.63,3/13/2000,1/5/2019,319.82,Sell,Bubbletube
187,UVSP,358,571.39,372.04,12/5/2014,8/26/2015,-199.35,Sell,Jaxworks
188,GYC,5478,320.22,584.53,4/10/2004,3/18/2006,264.31,Sell,Quatz
189,BAC,6119,970.7,455.37,3/23/2021,1/4/2021,-515.33,Sell,Zoonoodle
190,TRC,3398,751.18,449.26,12/10/2001,10/28/2004,-301.92,Buy,Agivu
191,KOF,1098,648.39,9.1,6/30/2022,2/15/2006,-639.29,Buy,Wikizz
192,CAPR,749,132.85,12.71,12/11/2012,4/1/2010,-120.14,Buy,Tagtune
193,FOANC,3232,13.35,981.84,2/26/2004,4/21/2009,968.49,Sell,Jabbercube
194,JELD,1461,230.07,650.72,8/18/2002,11/8/2021,420.65,Sell,Dynava
195,TMUS,9252,154.92,877.16,10/26/2008,1/22/2000,722.24,Buy,Skiptube
196,BBC,5409,909.23,726.48,5/25/2004,9/2/2021,-182.75,Buy,Plajo
197,AOD,6106,323.73,136.57,5/6/2018,1/15/2012,-187.16,Sell,Gabtype
198,PBIB,1733,632.14,605.7,11/2/2008,1/13/2018,-26.44,Sell,Feedfish
199,SFUN,8610,373.05,125.8,5/29/2004,10/7/2008,-247.25,Buy,Skiba
200,SGOC,3467,932.11,770.24,2/24/2016,6/19/2018,-161.87,Buy,Jetwire
201,COR,1592,861.75,761.13,1/22/2009,1/31/2019,-100.62,Sell,Tekfly
202,INFY,5222,868.74,87.0,11/26/2014,2/28/2000,-781.74,Sell,Buzzshare
203,ABB,4653,293.95,128.5,7/30/2002,3/10/2001,-165.45,Buy,Leenti
204,BSBR,653,496.69,997.1,9/4/2012,11/20/2022,500.41,Buy,Oyoba
205,SUI^A,4674,317.62,486.89,9/8/2020,8/15/2017,169.27,Buy,Shufflester
206,WVVIP,8991,466.33,892.11,1/29/2002,2/9/2016,425.78,Buy,Blogspan
207,OVID,8096,661.78,654.82,9/16/2017,12/30/2016,-6.96,Buy,Edgeclub
208,LINK,4179,886.76,135.1,11/21/2022,3/28/2012,-751.66,Sell,Meeveo
209,SCHW^D,1322,860.52,480.32,3/25/2016,4/18/2011,-380.2,Buy,Voolia
210,GIII,7529,699.03,395.67,4/30/2011,4/18/2013,-303.36,Buy,Yabox
211,CFBK,3022,462.7,668.86,1/28/2002,9/14/2021,206.16,Sell,Gigazoom
212,SA,3225,404.0,33.12,8/2/2004,7/4/2011,-370.88,Sell,Youbridge
213,PBA,946,710.45,455.19,6/24/2018,10/9/2000,-255.26,Buy,Plajo
214,CSU,4625,296.08,707.78,2/6/2006,1/26/2018,411.7,Buy,Oyope
215,DRAD,1768,83.11,190.94,1/18/2010,11/7/2012,107.83,Sell,Edgeify
216,JBSS,9418,814.78,717.73,10/28/2017,3/1/2014,-97.05,Buy,Kazio
217,ONVO,1165,901.09,931.39,2/15/2009,4/9/2010,30.3,Buy,Zoozzy
218,VALE,1459,452.82,603.91,3/13/2021,7/2/2022,151.09,Buy,Realcube
219,TTD,1018,575.05,27.12,9/19/2003,11/28/2002,-547.93,Buy,Yadel
220,NAUH,9391,0.23,276.03,3/27/2014,5/23/2007,275.8,Sell,Npath
221,BJRI,6438,783.39,773.23,8/14/2013,2/24/2005,-10.16,Buy,Tagfeed
222,CRI,231,230.28,588.02,11/28/2007,9/5/2019,357.74,Buy,InnoZ
223,SSNC,9150,214.57,771.81,5/17/2015,11/5/2014,557.24,Sell,Oozz
224,RRTS,457,119.57,447.15,12/21/2002,7/28/2012,327.58,Sell,Snaptags
225,GJH,3901,757.16,565.22,9/7/2016,4/17/2003,-191.94,Buy,Izio
226,PAVMW,9524,712.96,216.19,4/27/2015,10/29/2019,-496.77,Sell,Twimbo
227,MPLX,205,763.47,499.42,7/27/2005,2/10/2006,-264.05,Sell,Edgeblab
228,AVDL,4780,899.13,715.05,9/29/2015,2/4/2017,-184.08,Sell,Wikibox
229,AHT^F,8355,174.15,403.09,5/26/2001,8/10/2013,228.94,Sell,Voolia
230,OFG^B,1721,546.11,283.82,9/11/2011,11/4/2003,-262.29,Sell,Shufflester
231,RNG,4746,452.18,145.07,3/7/2000,9/28/2001,-307.11,Buy,Skyvu
232,FORD,9822,460.58,92.54,5/20/2004,11/5/2003,-368.04,Buy,Cogidoo
233,OACQ,1492,106.68,274.79,8/25/2013,10/3/2014,168.11,Sell,Blogtags
234,MIRN,2402,250.05,631.21,2/13/2005,4/21/2019,381.16,Sell,Zoomcast
235,OLP,8986,316.31,671.54,5/20/2016,12/21/2008,355.23,Sell,Oba
236,ALSN,9481,667.48,141.17,6/27/2017,8/5/2022,-526.31,Sell,Jaxspan
237,DTYS,4730,567.55,594.56,10/2/2013,11/14/2016,27.01,Sell,DabZ
238,INDB,1242,863.52,478.38,11/5/2004,11/13/2011,-385.14,Buy,Skyndu
239,KALV,6899,62.45,710.31,9/12/2000,12/26/2016,647.86,Sell,Ainyx
240,DXC,2486,812.4,320.89,3/14/2008,5/10/2016,-491.51,Buy,Aivee
241,MCRI,6535,171.52,721.56,1/29/2009,12/25/2015,550.04,Buy,Voonix
242,PFSI,2322,669.86,759.69,9/27/2001,7/5/2019,89.83,Buy,Layo
243,LHCG,5097,903.7,69.61,3/15/2010,2/20/2006,-834.09,Buy,Thoughtsphere
244,CLDC,9608,837.8,832.77,6/6/2003,1/22/2013,-5.03,Sell,Bubblemix
245,SRCE,9225,99.67,220.99,4/28/2022,1/21/2007,121.32,Sell,Twitternation
246,PPL,3319,234.6,674.35,3/9/2000,12/16/2013,439.75,Buy,Eayo
247,FEUZ,361,488.45,317.67,12/25/2012,7/17/2016,-170.78,Sell,Skyndu
248,MNK,2434,958.2,315.09,3/8/2003,1/10/2018,-643.11,Buy,Flashdog
249,ANTM,4020,508.92,99.08,11/1/2022,7/3/2010,-409.84,Buy,Divanoodle
250,EYEGW,2070,734.04,905.35,7/14/2003,8/12/2006,171.31,Sell,Youbridge
251,CNDT,7513,936.71,631.88,6/16/2002,1/23/2007,-304.83,Sell,Topicstorm
252,XRX,6299,79.87,66.03,12/19/2005,12/16/2015,-13.84,Sell,Trilia
253,BTT,6534,62.57,919.02,12/13/2021,7/3/2007,856.45,Sell,Jayo
254,RBC,9161,243.2,784.81,6/7/2006,12/12/2011,541.61,Sell,Innojam
255,NGS,8048,646.34,20.42,11/18/2016,7/16/2017,-625.92,Buy,Realblab
256,FCH,7232,891.4,768.36,4/10/2013,2/22/2009,-123.04,Sell,Plambee
257,EGN,5488,482.59,600.79,3/20/2017,5/30/2003,118.2,Sell,Bubbletube
258,COH,2658,538.84,372.27,2/6/2020,12/28/2008,-166.57,Buy,Tagopia
259,STON,3615,465.09,51.59,3/22/2014,4/9/2005,-413.5,Sell,Yata
260,EVHC,9781,515.07,654.3,10/15/2016,10/24/2021,139.23,Sell,Rooxo
261,HLS,3018,650.84,819.98,2/15/2009,3/27/2011,169.14,Sell,Centizu
262,ALQA,2769,814.98,934.49,7/3/2008,2/6/2020,119.51,Sell,Flashdog
263,MTU,9505,904.79,17.23,7/8/2013,4/26/2005,-887.56,Sell,Babbleset
264,PERY,1389,958.93,495.93,11/12/2000,1/17/2008,-463.0,Buy,Trudeo
265,NGHCZ,6184,761.19,473.97,6/19/2017,7/5/2007,-287.22,Sell,Talane
266,MINDP,930,669.65,622.67,11/25/2017,3/14/2008,-46.98,Sell,Photobug
267,FRC^D,2006,515.39,352.17,2/6/2022,3/25/2007,-163.22,Sell,Brainbox
268,PTX,9230,133.16,319.09,7/26/2001,6/3/2020,185.93,Sell,Roombo
269,GUID,110,357.87,866.87,3/20/2022,12/4/2009,509.0,Sell,Topicblab
270,MXF,6241,179.94,581.22,9/30/2020,1/8/2017,401.28,Sell,Feedbug
271,RPAI^A,4683,389.91,951.95,1/5/2016,11/25/2007,562.04,Buy,Einti
272,KYN,6395,434.64,933.2,9/17/2015,2/28/2001,498.56,Buy,Demimbu
273,GAINN,720,974.17,38.37,5/18/2006,1/26/2022,-935.8,Sell,Chatterpoint
274,APPF,261,903.48,390.33,8/9/2022,4/5/2019,-513.15,Buy,Fivebridge
275,FET,2213,857.83,219.04,5/21/2021,10/31/2008,-638.79,Sell,Browsebug
276,HA,3386,211.21,868.87,11/30/2016,1/29/2002,657.66,Buy,Aimbo
277,MAT,9183,655.29,224.63,2/5/2020,5/19/2022,-430.66,Buy,Bubbletube
278,PNF,977,970.07,310.47,8/30/2015,8/13/2021,-659.6,Buy,Aimbo
279,CHMA,969,306.95,564.3,8/26/2000,6/17/2017,257.35,Buy,Rooxo
280,ADNT,7300,660.04,91.62,4/21/2000,9/8/2016,-568.42,Buy,Buzzbean
281,ALGN,5014,50.16,743.56,10/20/2013,7/30/2000,693.4,Sell,Divavu
282,WMGI,9963,502.61,546.79,3/14/2007,9/10/2010,44.18,Sell,LiveZ
283,BQH,1145,199.23,594.14,10/6/2011,8/19/2014,394.91,Buy,Thoughtstorm
284,CHGG,5863,872.52,306.7,7/29/2020,9/2/2020,-565.82,Buy,Pixope
285,UA,731,356.96,199.97,11/9/2015,2/23/2003,-156.99,Sell,Jaxbean
286,MYGN,3789,85.47,738.66,12/21/2000,12/13/2004,653.19,Buy,Zava
287,MFA,3822,785.01,859.95,9/1/2006,11/8/2010,74.94,Sell,Zoonoodle
288,BL,604,200.96,31.88,11/3/2015,4/8/2014,-169.08,Sell,Riffwire
289,PSDO,2526,996.2,60.51,1/23/2014,9/29/2009,-935.69,Sell,Mymm
290,FND,1121,933.21,865.35,8/13/2006,6/7/2007,-67.86,Sell,Blogspan
291,APVO,7704,860.52,167.62,5/26/2020,3/28/2021,-692.9,Buy,Skynoodle
292,LW,6364,451.6,118.0,11/25/2014,4/10/2006,-333.6,Buy,Topiclounge
293,MVT,7221,512.87,875.1,12/25/2015,12/10/2014,362.23,Sell,Abatz
294,MDVXW,1747,789.28,863.96,1/13/2001,4/11/2015,74.68,Buy,Tagcat
295,WBKC,8688,616.32,665.15,11/28/2007,8/24/2010,48.83,Buy,Topiczoom
296,SBCF,6719,983.34,377.55,3/28/2006,1/28/2010,-605.79,Buy,Topicshots
297,TWI,2623,521.16,956.44,1/1/2004,2/9/2002,435.28,Buy,Trupe
298,ETV,4301,902.51,439.39,7/26/2022,10/30/2021,-463.12,Sell,Photobean
299,GPT^A,2887,67.78,161.17,8/27/2017,3/5/2006,93.39,Buy,Muxo
300,ADRE,665,142.96,326.77,10/2/2000,7/13/2001,183.81,Sell,Fanoodle
301,BRK.A,9632,972.87,938.16,10/14/2005,2/26/2002,-34.71,Buy,Oyope
302,CYTK,6597,499.77,925.18,12/27/2015,12/11/2019,425.41,Sell,Dabvine
303,BGH,1482,709.22,569.29,4/28/2007,2/9/2008,-139.93,Sell,Skiptube
